Persona ?| Arsene ?| 1 ?| Fool ?| 2,2,2,3,1 ?| Normal,Normal,Normal,Weak,Normal,Normal,Normal,Normal,Weak,Resist ?| Eiha.1,Cleave.2,Sukunda.4,Dream Needle.5,Adverse Resolve.7 ?| Arsene's Cane ?| Arsene's Cane R ?| Last Stand ?| Curse
TreasureDemon ?| Regent ?| 10 ?| Emperor ?| 10,10,10,10,10 ?| Resist,Resist,Normal,Normal,Normal,Normal,Normal,Weak,Normal,Normal ?| Maragi.10,Mabufu.10,Magaru.10,Mazio.10,Mapsi.10,Mafrei.10,Makouha.10,Maeiha.10 ?| Regent ?| Regent R ?| Skillful Combo,Skillful Technique,Mighty Gaz ?| -1,1,-1,-1,2,1,-1,1,1,2,1,-1,1,1,-1,-2,-1,1,-1,1,-1,-1,1 ?| Almighty
Persona ?| Slime ?| 10 ?| Chariot ?| 9,6,11,6,5 ?| Resist,Resist,Weak,Normal,Normal,Weak,Normal,Normal,Normal,Normal ?| Lunge.10,Evil Touch.10,Tarunda.11,Fire Wall.13,Headbutt.14 ?| Tarunda ?| Matarunda ?| Rare Antibody ?| Curse
Persona ?| Apsaras ?| 11 ?| Priestess ?| 7,11,6,10,6 ?| Normal,Normal,Weak,Resist,Weak,Normal,Normal,Normal,Normal,Normal ?| Rebellion.11,Ice Wall.11,Bufu.11,Media.13,Elec Wall.14,Wind Wall.16 ?| Media ?| Diarama ?| Internal Hypnosis ?| Ice
Persona ?| Jack Frost ?| 11 ?| Magician ?| 8,9,7,9,7 ?| Normal,Normal,Weak,Null,Normal,Normal,Normal,Normal,Normal,Normal ?| Bufu.11,Ice Break.11,Baisudi.11,Mabufu.12,Rakunda.13,Freeze Boost.15 ?| Frost Hood ?| Frost Hood R ?| Frigid Bloodline ?| Ice
Persona ?| Kodama ?| 11 ?| Star ?| 7,11,8,10,4 ?| Normal,Normal,Weak,Resist,Normal,Normal,Normal,Normal,Normal,Normal ?| Garu.11,Rakunda.11,Psi.12,Evil Touch.13,Fear Boost.14,Tarukaja.15,Resist Fear.17 ?| Psi Ring ?| Mapsi Ring ?| Skillful Combo ?| Ailment
Persona ?| Koppa Tengu ?| 11 ?| Temperance ?| 7,8,8,11,6 ?| Normal,Normal,Normal,Weak,Normal,Resist,Normal,Normal,Weak,Normal ?| Garu.11,Sukukaja.11,Growth 1.12,Taunt.13,Rage Boost.13,Wage War.15 ?| Garu Ring ?| Magaru Ring ?| Intense Focus ?| Wind
Persona ?| Orpheus F* ?| 11 ?| Fool ?| 8,9,8,9,6 ?| Normal,Normal,Normal,Normal,Weak,Normal,Normal,Normal,Resist,Weak ?| Neo Cadenza.11,Agi.11,Tarunda.11,Endure.11,Maragion.12,Marakukaja.14,Dodge Curse.15 ?| Graceful Harp ?| Graceful Harp R ?| Circle of Sadness ?| Almighty
Persona ?| Kusi Mitama ?| 12 ?| Councillor ?| 7,11,9,8,8 ?| Normal,Normal,Weak,Normal,Normal,Resist,Normal,Normal,Normal,Normal ?| Dia.12,Media.12,Makajam.12,Regenerate 1.13,Wind Wall.14,Forget Boost.16 ?| Dia Charm ?| Media Charm ?| Gluttonmouth ?| Aid
Persona ?| Onmoraki ?| 12 ?| Moon ?| 9,12,7,10,5 ?| Normal,Normal,Resist,Weak,Normal,Normal,Normal,Normal,Weak,Null ?| Eiha.12,Ice Wall.12,Agi.13,Evil Touch.14,Pulinpa.15,Confuse Boost.17 ?| Eiha Ring ?| Maeiha Ring ?| Intense Focus ?| Curse
Persona ?| Ame-no-Uzume ?| 13 ?| Lovers ?| 7,10,9,11,9 ?| Normal,Normal,Absorb,Normal,Normal,Normal,Weak,Normal,Normal,Normal ?| Mazio.13,Magaru.13,Media.13,Nocturnal Flash.15,Baisudi.16,Divine Grace.18 ?| Senryou Takusha ?| Senryou Takusha R ?| Electric Bloodline ?| Almighty
Persona ?| Ippon-Datara ?| 13 ?| Hermit ?| 11,7,14,6,8 ?| Normal,Resist,Resist,Weak,Normal,Repel,Normal,Normal,Resist,Resist ?| Sledgehammer.13,Tarukaja.13,Resist Dizzy.13,Rampage.15,Sharp Student.16,Counter.18 ?| Sledgehammer ?| Flash Bomb ?| Striking Weight ?| Physical
Persona ?| Orpheus F Picaro* ?| 13 ?| Fool ?| 9,11,9,10,7 ?| Normal,Normal,Normal,Normal,Weak,Normal,Normal,Normal,Resist,Weak ?| Neo Cadenza.13,Maragi.13,Rakunda.13,Endure.13,Agilao.14,Marakukaja.16,Dodge Curse.17 ?| Endure ?| Enduring Soul ?| Circle of Sadness ?| Almighty
Persona ?| Archangel ?| 14 ?| Justice ?| 11,9,10,12,7 ?| Normal,Normal,Normal,Normal,Weak,Normal,Normal,Normal,Null,Weak ?| Giant Slice.14,Dazzler.14,Hama.14,Rebellion.16,Power Slash.17,Vajra Blast.19 ?| Hama ?| Mahama ?| Skillful Combo ?| Bless
Persona ?| Inugami ?| 14 ?| Hanged_Man ?| 11,9,9,12,8 ?| Normal,Null,Null,Normal,Normal,Weak,Normal,Normal,Normal,Null ?| Pulinpa.14,Tarukaja.14,Giant Slice.14,Dream Needle.15,Lucky Punch.17,Brain Shake.18,Confuse Boost.19 ?| Giant Slice ?| Rising Slash ?| Foul Odor ?| Fire
Persona ?| Makami ?| 15 ?| Temperance ?| 13,12,8,11,8 ?| Normal,Null,Normal,Normal,Weak,Resist,Normal,Resist,Null,Normal ?| Double Fangs.15,Frei.15,Energy Drop.15,Mafrei.17,Makajam.18,Resist Despair.19,Dodge Elec.20 ?| Frei ?| Mafrei ?| Skillful Technique ?| Nuclear
TreasureDemon ?| Queen's Necklace ?| 15 ?| Empress ?| 15,15,15,15,15 ?| Resist,Resist,Normal,Normal,Normal,Normal,Weak,Normal,Normal,Normal ?| Tarukaja.15,Rakukaja.15,Sukukaja.15,Recarm.15,Media.15,Tarunda.15,Rakunda.15,Sukunda.15 ?| Queen's Necklace ?| Queen's Necklace R ?| Savior Bloodline,Relief Bloodline,Potent Hypnosi ?| 1,-1,1,2,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,-2,-1,2,-1,-1,1,1 ?| Almighty
Persona ?| Shiisaa ?| 15 ?| Strength ?| 10,11,11,11,9 ?| Resist,Normal,Normal,Normal,Normal,Normal,Weak,Normal,Null,Weak ?| Double Fangs.15,Skull Cracker.15,Frei.15,Dodge Curse.16,Rampage.17,Dodge Elec.19 ?| Double Fangs ?| Cornered Fang ?| Atomic Bloodline ?| Elec
Persona ?| Eligor ?| 16 ?| Emperor ?| 12,10,13,10,10 ?| Normal,Normal,Resist,Normal,Weak,Normal,Normal,Normal,Normal,Resist ?| Maragi.16,Sharp Student.16,Tarukaja.16,Double Fangs.18,Sukunda.19,Memory Blow.20 ?| Tarukaja ?| Matarukaja ?| Thermal Conduct ?| Fire
Persona ?| High Pixie ?| 16 ?| Fool ?| 8,14,10,13,10 ?| Normal,Weak,Normal,Normal,Resist,Resist,Normal,Weak,Normal,Normal ?| Garu.16,Media.16,Dormina.16,Diarama.19,Pulinpa.20,Magaru.22 ?| Magaru ?| Garula ?| Skillful Combo ?| Aid
Persona ?| Suzaku ?| 16 ?| Sun ?| 9,12,10,15,9 ?| Normal,Normal,Absorb,Weak,Normal,Normal,Normal,Resist,Normal,Normal ?| Frei.16,Tarunda.16,Marin Karin.16,Dekunda.18,Mafrei.19,Speed Master.20,Matarunda.21 ?| Frei Ring ?| Mafrei Ring ?| Gluttonmouth ?| Nuclear
Persona ?| Kaguya* ?| 16 ?| Moon ?| 11,15,12,11,6 ?| Normal,Normal,Weak,Normal,Normal,Resist,Normal,Normal,Null,Null ?| Shining Arrows.16,Mediarama.16,Counterstrike.16,Divine Grace.17,Amrita Shower.18,Diarahan.21,Repel Phys.22 ?| Moonlight Robe ?| Moonlight Robe R ?| Inviolable Beauty ?| Almighty
Persona ?| Matador ?| 17 ?| Death ?| 11,13,10,16,8 ?| Normal,Normal,Normal,Normal,Weak,Null,Normal,Normal,Normal,Normal ?| Psi.17,Null Dizzy.17,Sukukaja.17,Mapsi.18,Double Shot.20,Swift Strike.22 ?| Red Capote ?| Red Capote R ?| Potent Hypnosis ?| Psychic
Persona ?| Nekomata ?| 17 ?| Magician ?| 13,10,12,15,8 ?| Normal,Normal,Normal,Normal,Weak,Normal,Resist,Normal,Normal,Normal ?| Magaru.17,Terror Claw.17,Evil Touch.17,Hysterical Slap.18,Wind Break.20,Elec Wall.21,Dodge Elec.22 ?| Cat Punch Bazooka ?| Cat Punch Bomber ?| Foul Odor ?| Ailment
Persona ?| Orobas ?| 17 ?| Hierophant ?| 11,14,15,12,6 ?| Normal,Normal,Normal,Weak,Normal,Resist,Normal,Normal,Normal,Resist ?| Maragi.17,Sukukaja.17,Dekaja.17,Marakunda.19,Fire Break.20,Makajamaon.21 ?| Rakunda ?| Marakunda ?| Mighty Gaze ?| Fire
Persona ?| Sudama ?| 17 ?| Hermit ?| 9,14,12,13,10 ?| Normal,Normal,Normal,Weak,Normal,Repel,Normal,Weak,Normal,Normal ?| Mapsi.17,Lucky Punch.17,Tarukaja.17,Ambient Aid.20,Wind Wall.21,Apt Pupil.22,Psio.23 ?| Mapsi ?| Psio ?| Gloomy Child ?| Psychic
Persona ?| Black Ooze ?| 18 ?| Moon ?| 15,7,16,8,15 ?| Resist,Resist,Normal,Resist,Weak,Normal,Weak,Normal,Weak,Null ?| Sledgehammer.18,Evil Touch.18,Stagnant Air.18,Ambient Aid.20,Headbutt.21,Brain Jack.23,Flash Bomb.24 ?| Headbutt ?| Memory Blow ?| Rare Antibody ?| Curse
Persona ?| Shiki-Ouji ?| 18 ?| Chariot ?| 16,14,12,9,10 ?| Null,Null,Normal,Normal,Normal,Normal,Normal,Weak,Null,Null ?| Tarukaja.18,Taunt.18,Double Shot.18,Mapsi.19,Dekaja.21,Psio.23,Oni-Kagura.24 ?| Double Shot ?| Triple Down ?| Psychic Bloodline ?| Psychic
AdvancedPersona ?| Flauros ?| 19 ?| Devil ?| 15,11,13,14,11 ?| Normal,Normal,Null,Weak,Normal,Resist,Normal,Resist,Normal,Normal ?| Giant Slice.19,Dormin Rush.19,Dekaja.19,Dodge Physical.20,Rebellion.22,Cornered Fang.23,Heat Up.24 ?| Giant Slice Belt ?| Rising Slash Belt ?| Gluttonmouth ?| Orobas,Eligor,Berith ?| Ailment
Persona ?| Leanan Sidhe ?| 19 ?| Lovers ?| 9,17,12,16,10 ?| Normal,Normal,Weak,Normal,Normal,Resist,Resist,Normal,Normal,Normal ?| Rakunda.19,Psio.19,Marin Karin.20,Mamudo.21,Mapsi.22,Eiga.23 ?| Mudo ?| Mamudo ?| Skillful Technique ?| Almighty
Persona ?| Nue ?| 20 ?| Death ?| 16,10,17,14,10 ?| Normal,Normal,Weak,Resist,Normal,Normal,Normal,Normal,Normal,Null ?| Maeiha.20,Skull Cracker.20,Mudo.21,Pulinpa.22,Mamudo.24,Assault Dive.25,Curse Boost.26 ?| Maeiha ?| Eiga ?| Mighty Gaze ?| Curse
Persona ?| Oni ?| 20 ?| Strength ?| 19,9,17,12,10 ?| Resist,Resist,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal ?| Rampage.20,Counter.20,Snap.20,Giant Slice.22,Sharp Student.23,Memory Blow.24 ?| Rampage ?| Kill Rush ?| Retaliating Body ?| Physical
TreasureDemon ?| Stone of Scone ?| 20 ?| Fortune ?| 20,20,20,20,20 ?| Resist,Resist,Weak,Normal,Normal,Normal,Normal,Normal,Normal,Normal ?| Agilao.20,Bufula.20,Garula.20,Zionga.20,Psio.20,Freila.20,Kouga.20,Eiga.20 ?| Stone of Scone ?| Stone of Scone R ?| Intense Focus,Gluttonmouth,Relentles ?| -1,2,-1,-1,1,1,-1,1,-1,-1,2,1,-1,1,-1,-1,1,1,-2,-1,1,1,1 ?| Almighty
Persona ?| Yaksini ?| 20 ?| Empress ?| 14,11,13,16,13 ?| Normal,Null,Normal,Resist,Normal,Normal,Normal,Weak,Normal,Normal ?| Hysterical Slap.20,Wage War.20,Counter.20,Oni-Kagura.22,Attack Master.23,Vicious Strike.24 ?| Hysterical Slap ?| Oni-Kagura ?| Foul Odor ?| Ice
Persona ?| Izanagi* ?| 20 ?| Fool ?| 14,13,13,14,13 ?| Normal,Normal,Normal,Normal,Resist,Weak,Normal,Normal,Normal,Null ?| Cross Slash.20,Zionga.20,Tarukaja.20,Rising Slash.21,Dodge Physical.22,Mazionga.24,Growth 3.25 ?| White Headband ?| White Headband R ?| God Maker ?| Almighty
Persona ?| Orthrus ?| 21 ?| Hanged_Man ?| 16,14,14,19,7 ?| Normal,Normal,Absorb,Weak,Normal,Normal,Normal,Resist,Normal,Normal ?| Agilao.21,Double Fangs.21,Maragi.21,Burn Boost.22,Cornered Fang.24,Matarukaja.26 ?| Agilao ?| Maragion ?| Thermal Conduct ?| Fire
Persona ?| Phoenix ?| 21 ?| Faith ?| 12,15,15,17,11 ?| Normal,Normal,Normal,Resist,Weak,Null,Normal,Normal,Normal,Normal ?| Freila.21,Dream Needle.21,Diarama.22,Recarm.23,Nuke Boost.25,Mafreila.26 ?| Miracle Dress ?| Miracle Dress R ?| Atomic Bloodline ?| Nuclear
Persona ?| Jikokuten ?| 22 ?| Temperance ?| 18,11,16,15,13 ?| Resist,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Resist,Weak ?| Assault Dive.22,Defense Master.22,Rakunda.22,Kill Rush.24,Counter.25,Matarukaja.27,Adverse Resolve.28 ?| Assault Dive Belt ?| Kill Rush Belt ?| Internal Hypnosis ?| Physical
Persona ?| Nigi Mitama ?| 22 ?| Councillor ?| 13,15,15,16,14 ?| Normal,Normal,Normal,Normal,Weak,Normal,Normal,Normal,Resist,Resist ?| Baisudi.22,Diarama.22,Makouha.22,Divine Grace.24,Me Patra.25,Climate Decorum.26 ?| Kouha Ring ?| Makouha Ring ?| Relief Bloodline ?| Aid
Persona ?| Fuu-Ki ?| 23 ?| Star ?| 14,17,16,15,14 ?| Normal,Resist,Normal,Normal,Weak,Absorb,Normal,Normal,Normal,Normal ?| Tetra Break.23,Tarukaja.23,Garula.23,Wind Boost.25,Magarula.26,Resist Wind.27 ?| Wind Boost ?| Wind Amp ?| Intense Focus ?| Wind
Persona ?| Sandman ?| 23 ?| Magician ?| 11,13,14,17,21 ?| Normal,Normal,Weak,Normal,Weak,Resist,Normal,Normal,Normal,Normal ?| Dormina.23,Garula.23,Dormin Rush.23,Sukunda.24,Null Sleep.26,Magarula.27,Sleep Boost.28 ?| Dormina ?| Lullaby ?| Foul Odor ?| Wind
Persona ?| Izanagi Picaro* ?| 23 ?| Fool ?| 16,15,15,16,14 ?| Normal,Normal,Normal,Normal,Null,Weak,Normal,Normal,Normal,Null ?| Cross Slash.23,Zionga.23,Rakukaja.23,Rising Slash.24,Null Phys.25,Mazionga.27,Growth 3.28 ?| Growth 2 ?| Growth 3 ?| God Maker ?| Almighty
Persona ?| Naga ?| 24 ?| Hermit ?| 15,17,15,17,15 ?| Normal,Resist,Normal,Normal,Null,Weak,Normal,Normal,Normal,Normal ?| Power Slash.24,Memory Blow.24,Zionga.24,Shock Boost.26,Counter.27,Mazionga.28,Marakukaja.29 ?| Counter ?| Counterstrike ?| Striking Weight ?| Elec
Persona ?| Rakshasa ?| 24 ?| Strength ?| 20,15,18,17,9 ?| Resist,Null,Resist,Normal,Normal,Weak,Normal,Normal,Weak,Resist ?| Giant Slice.24,Wind Wall.24,Tarukaja.24,Regenerate 1.26,Mind Slice.27,Counterstrike.28,Adverse Resolve.30 ?| Regenerate 1 ?| Regenerate 2 ?| Skillful Combo ?| Physical
Persona ?| Sui-Ki ?| 24 ?| Moon ?| 16,15,15,18,15 ?| Normal,Resist,Normal,Absorb,Resist,Normal,Normal,Weak,Normal,Normal ?| Mabufu.24,Sledgehammer.24,Bufula.24,Null Ice.26,Wage War.27,Mabufula.28,Dodge Fire.29 ?| Bufula ?| Mabufula ?| Frigid Bloodline ?| Ice
Persona ?| Anzu ?| 25 ?| Hierophant ?| 14,18,15,21,14 ?| Normal,Weak,Normal,Normal,Resist,Repel,Normal,Weak,Normal,Normal ?| Garula.25,Masukukaja.25,Wind Break.25,Assault Dive.27,Dekaja.28,Null Forget.29 ?| Garula ?| Magarula ?| Wind Bloodline ?| Wind
Persona ?| Kin-Ki ?| 25 ?| Chariot ?| 21,13,21,15,12 ?| Resist,Repel,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal ?| Vajra Blast.25,Rakukaja.25,Regenerate 1.25,Sledgehammer.27,Dodge Psy.28,Bad Beat.30,Counterstrike.31 ?| Vajra Blast ?| Vicious Strike ?| Retaliating Body ?| Physical
TreasureDemon ?| Koh-i-Noor ?| 25 ?| Priestess ?| 25,25,25,25,25 ?| Resist,Weak,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal ?| Dodge Fire.25,Dodge Ice.25,Dodge Wind.25,Dodge Elec.25,Dodge Psy.25,Dodge Nuke.25,Dodge Bless.25,Dodge Curse.25 ?| Koh-i-Noor ?| Koh-i-Noor R ?| Rare Antibody,Bloodstained Eyes,Crisis Contro ?| 1,-1,2,1,-1,-2,1,-1,2,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1 ?| Almighty
Persona ?| Setanta ?| 25 ?| Emperor ?| 19,16,18,13,16 ?| Normal,Resist,Normal,Normal,Normal,Normal,Weak,Resist,Normal,Normal ?| Giant Slice.25,Dormin Rush.25,Counter.25,Charge.27,Rebellion.29,Rising Slash.30 ?| Rebellion Ring ?| Revolution Ring ?| Retaliating Body ?| Physical
Persona ?| Kaguya Picaro* ?| 25 ?| Moon ?| 17,20,19,15,11 ?| Normal,Normal,Weak,Normal,Normal,Normal,Normal,Normal,Null,Null ?| Shining Arrows.25,Mediarama.25,High Counter.25,Divine Grace.26,Amrita Shower.27,Diarahan.30,Repel Phys.31 ?| Diarahan ?| Mediarahan ?| Inviolable Beauty ?| Almighty
Persona ?| Isis ?| 26 ?| Priestess ?| 14,20,17,18,16 ?| Normal,Normal,Normal,Normal,Normal,Normal,Weak,Normal,Null,Normal ?| Makouga.26,Mahama.26,Diarama.26,Resist Despair.27,Hamaon.29,Hama Boost.30,Makarakarn.32 ?| Kouga ?| Makouga ?| Savior Bloodline ?| Aid
Persona ?| Lamia ?| 26 ?| Empress ?| 21,15,18,19,12 ?| Normal,Normal,Normal,Weak,Resist,Normal,Normal,Weak,Normal,Null ?| Mudo.26,Rakukaja.26,Rising Slash.26,Ominous Words.27,Foul Breath.28,Mamudo.30,Despair Boost.31 ?| Rakukaja ?| Marakukaja ?| Foul Odor ?| Fire
Persona ?| Take-Minakata ?| 26 ?| Hanged_Man ?| 17,19,18,16,15 ?| Normal,Normal,Normal,Normal,Resist,Normal,Weak,Normal,Normal,Resist ?| Zionga.26,Assault Dive.26,Defense Master.26,Mazionga.27,Elec Boost.29,Swift Strike.31,Shock Boost.32 ?| Zionga ?| Mazionga ?| Electric Bloodline ?| Elec
Persona ?| Orpheus* ?| 26 ?| Fool ?| 17,17,17,17,17 ?| Normal,Normal,Normal,Normal,Weak,Normal,Normal,Normal,Resist,Weak ?| Cadenza.26,Agilao.26,Tarunda.26,Endure.27,Maragion.29,Marakukaja.30,Fire Boost.32 ?| Hades Harp ?| Hades Harp R ?| Circle of Sadness ?| Almighty
Persona ?| Andras ?| 27 ?| Devil ?| 15,19,19,21,14 ?| Normal,Normal,Weak,Resist,Normal,Normal,Resist,Normal,Weak,Null ?| Foul Breath.27,Terror Claw.27,Evil Touch.28,Fear Boost.29,Rakunda.31,Ghastly Wail.32 ?| Evil Touch ?| Evil Smile ?| Foul Odor ?| Ice
Persona ?| Clotho ?| 27 ?| Fortune ?| 14,19,18,20,17 ?| Normal,Normal,Normal,Weak,Normal,Null,Normal,Weak,Normal,Normal ?| Mahama.27,Me Patra.27,Makajam.27,Tetraja.28,Makajamaon.30,Energy Shower.31,Invigorate 1.33 ?| Tetraja ?| Makarakarn ?| Relief Bloodline ?| Aid
Persona ?| Tam Lin ?| 27 ?| Faith ?| 21,16,18,16,17 ?| Resist,Normal,Null,Normal,Normal,Resist,Normal,Normal,Absorb,Weak ?| Assault Dive.27,Brain Shake.27,Rebellion.27,Sharp Student.28,Brain Buster.30,Brainwash Boost.31,Heat Up.32 ?| Genma Armor ?| Genma Armor R ?| Gluttonmouth ?| Almighty
Persona ?| Choronzon ?| 28 ?| Magician ?| 16,19,19,18,19 ?| Resist,Normal,Absorb,Normal,Normal,Normal,Normal,Normal,Weak,Normal ?| Pulinpa.28,Life Drain.28,Rampage.28,Maeiha.29,Dodge Elec.30,Eiga.31,Curse Boost.32,Climate Decorum.33 ?| Eiga Ring ?| Maeiga Ring ?| Draining Mouth ?| Curse
Persona ?| Pisaca ?| 28 ?| Death ?| 19,21,21,16,14 ?| Normal,Normal,Weak,Normal,Resist,Normal,Normal,Normal,Weak,Null ?| Dream Needle.28,Rampage.28,Stagnant Air.28,Mamudo.29,Abysmal Surge.31,Despair Boost.32,Mudoon.33 ?| Headhunter Ladle ?| Headhunter Ladle R ?| Rare Antibody ?| Curse
Persona ?| Principality ?| 29 ?| Justice ?| 17,19,18,21,19 ?| Normal,Normal,Resist,Normal,Normal,Normal,Normal,Normal,Null,Weak ?| Makouga.29,Makajamaon.29,Tetraja.29,Mediarama.30,Forget Boost.32,Bless Boost.34,Mabaisudi.35 ?| Kouga Ring ?| Makouga Ring ?| Blessed Bloodline ?| Bless
